img,joints,cartesians,yolo_midpoint,our_midpoint,class
additivenoise/img42_additivenoise.png,"[133.97, 17.5, 32.97, 48.7, -63.83, 61.47]","[[-229.21, 307.55, 361.76], [0.01, 0.009, -0.694, -0.72]]","[261.772, 97.851]","[262.53, 128.563]",2.0
blur/img42_blur.png,"[133.97, 17.5, 32.97, 48.7, -63.83, 61.47]","[[-229.21, 307.55, 361.76], [0.01, 0.009, -0.694, -0.72]]","[261.772, 97.851]","[262.53, 128.563]",2.0
clahe/img42_clahe.png,"[133.97, 17.5, 32.97, 48.7, -63.83, 61.47]","[[-229.21, 307.55, 361.76], [0.01, 0.009, -0.694, -0.72]]","[261.772, 97.851]","[262.53, 128.563]",2.0
chromaticaberration/img42_chromaticaberration.png,"[133.97, 17.5, 32.97, 48.7, -63.83, 61.47]","[[-229.21, 307.55, 361.76], [0.01, 0.009, -0.694, -0.72]]","[261.772, 97.851]","[262.53, 128.563]",2.0
defocus/img42_defocus.png,"[133.97, 17.5, 32.97, 48.7, -63.83, 61.47]","[[-229.21, 307.55, 361.76], [0.01, 0.009, -0.694, -0.72]]","[261.772, 97.851]","[262.53, 128.563]",2.0
downscale/img42_downscale.png,"[133.97, 17.5, 32.97, 48.7, -63.83, 61.47]","[[-229.21, 307.55, 361.76], [0.01, 0.009, -0.694, -0.72]]","[261.772, 97.851]","[262.53, 128.563]",2.0
emboss/img42_emboss.png,"[133.97, 17.5, 32.97, 48.7, -63.83, 61.47]","[[-229.21, 307.55, 361.76], [0.01, 0.009, -0.694, -0.72]]","[261.772, 97.851]","[262.53, 128.563]",2.0
gaussnoise/img42_gaussnoise.png,"[133.97, 17.5, 32.97, 48.7, -63.83, 61.47]","[[-229.21, 307.55, 361.76], [0.01, 0.009, -0.694, -0.72]]","[261.772, 97.851]","[262.53, 128.563]",2.0
gaussianblur/img42_gaussianblur.png,"[133.97, 17.5, 32.97, 48.7, -63.83, 61.47]","[[-229.21, 307.55, 361.76], [0.01, 0.009, -0.694, -0.72]]","[261.772, 97.851]","[262.53, 128.563]",2.0
illumination/img42_illumination.png,"[133.97, 17.5, 32.97, 48.7, -63.83, 61.47]","[[-229.21, 307.55, 361.76], [0.01, 0.009, -0.694, -0.72]]","[261.772, 97.851]","[262.53, 128.563]",2.0
medianblur/img42_medianblur.png,"[133.97, 17.5, 32.97, 48.7, -63.83, 61.47]","[[-229.21, 307.55, 361.76], [0.01, 0.009, -0.694, -0.72]]","[261.772, 97.851]","[262.53, 128.563]",2.0
motionblur/img42_motionblur.png,"[133.97, 17.5, 32.97, 48.7, -63.83, 61.47]","[[-229.21, 307.55, 361.76], [0.01, 0.009, -0.694, -0.72]]","[261.772, 97.851]","[262.53, 128.563]",2.0
multiplicativenoise/img42_multiplicativenoise.png,"[133.97, 17.5, 32.97, 48.7, -63.83, 61.47]","[[-229.21, 307.55, 361.76], [0.01, 0.009, -0.694, -0.72]]","[261.772, 97.851]","[262.53, 128.563]",2.0
saltandpepper/img42_saltandpepper.png,"[133.97, 17.5, 32.97, 48.7, -63.83, 61.47]","[[-229.21, 307.55, 361.76], [0.01, 0.009, -0.694, -0.72]]","[261.772, 97.851]","[262.53, 128.563]",2.0
plas_shadow/img42_plas_shadow.png,"[133.97, 17.5, 32.97, 48.7, -63.83, 61.47]","[[-229.21, 307.55, 361.76], [0.01, 0.009, -0.694, -0.72]]","[261.772, 97.851]","[262.53, 128.563]",2.0
posterize/img42_posterize.png,"[133.97, 17.5, 32.97, 48.7, -63.83, 61.47]","[[-229.21, 307.55, 361.76], [0.01, 0.009, -0.694, -0.72]]","[261.772, 97.851]","[262.53, 128.563]",2.0
superpixels/img42_superpixels.png,"[133.97, 17.5, 32.97, 48.7, -63.83, 61.47]","[[-229.21, 307.55, 361.76], [0.01, 0.009, -0.694, -0.72]]","[261.772, 97.851]","[262.53, 128.563]",2.0
shotnoise/img42_shotnoise.png,"[133.97, 17.5, 32.97, 48.7, -63.83, 61.47]","[[-229.21, 307.55, 361.76], [0.01, 0.009, -0.694, -0.72]]","[261.772, 97.851]","[262.53, 128.563]",2.0
additivenoise/img43_additivenoise.png,"[132.22, 43.65, 37.17, 40.83, -85.14, 84.06]","[[-206.02, 296.8, 201.07], [0.01, 0.009, -0.694, -0.72]]","[277.585, 218.349]","[279.009, 253.333]",2.0
blur/img43_blur.png,"[132.22, 43.65, 37.17, 40.83, -85.14, 84.06]","[[-206.02, 296.8, 201.07], [0.01, 0.009, -0.694, -0.72]]","[277.585, 218.349]","[279.009, 253.333]",2.0
clahe/img43_clahe.png,"[132.22, 43.65, 37.17, 40.83, -85.14, 84.06]","[[-206.02, 296.8, 201.07], [0.01, 0.009, -0.694, -0.72]]","[277.585, 218.349]","[279.009, 253.333]",2.0
chromaticaberration/img43_chromaticaberration.png,"[132.22, 43.65, 37.17, 40.83, -85.14, 84.06]","[[-206.02, 296.8, 201.07], [0.01, 0.009, -0.694, -0.72]]","[277.585, 218.349]","[279.009, 253.333]",2.0
defocus/img43_defocus.png,"[132.22, 43.65, 37.17, 40.83, -85.14, 84.06]","[[-206.02, 296.8, 201.07], [0.01, 0.009, -0.694, -0.72]]","[277.585, 218.349]","[279.009, 253.333]",2.0
downscale/img43_downscale.png,"[132.22, 43.65, 37.17, 40.83, -85.14, 84.06]","[[-206.02, 296.8, 201.07], [0.01, 0.009, -0.694, -0.72]]","[277.585, 218.349]","[279.009, 253.333]",2.0
emboss/img43_emboss.png,"[132.22, 43.65, 37.17, 40.83, -85.14, 84.06]","[[-206.02, 296.8, 201.07], [0.01, 0.009, -0.694, -0.72]]","[277.585, 218.349]","[279.009, 253.333]",2.0
gaussnoise/img43_gaussnoise.png,"[132.22, 43.65, 37.17, 40.83, -85.14, 84.06]","[[-206.02, 296.8, 201.07], [0.01, 0.009, -0.694, -0.72]]","[277.585, 218.349]","[279.009, 253.333]",2.0
gaussianblur/img43_gaussianblur.png,"[132.22, 43.65, 37.17, 40.83, -85.14, 84.06]","[[-206.02, 296.8, 201.07], [0.01, 0.009, -0.694, -0.72]]","[277.585, 218.349]","[279.009, 253.333]",2.0
illumination/img43_illumination.png,"[132.22, 43.65, 37.17, 40.83, -85.14, 84.06]","[[-206.02, 296.8, 201.07], [0.01, 0.009, -0.694, -0.72]]","[277.585, 218.349]","[279.009, 253.333]",2.0
medianblur/img43_medianblur.png,"[132.22, 43.65, 37.17, 40.83, -85.14, 84.06]","[[-206.02, 296.8, 201.07], [0.01, 0.009, -0.694, -0.72]]","[277.585, 218.349]","[279.009, 253.333]",2.0
motionblur/img43_motionblur.png,"[132.22, 43.65, 37.17, 40.83, -85.14, 84.06]","[[-206.02, 296.8, 201.07], [0.01, 0.009, -0.694, -0.72]]","[277.585, 218.349]","[279.009, 253.333]",2.0
multiplicativenoise/img43_multiplicativenoise.png,"[132.22, 43.65, 37.17, 40.83, -85.14, 84.06]","[[-206.02, 296.8, 201.07], [0.01, 0.009, -0.694, -0.72]]","[277.585, 218.349]","[279.009, 253.333]",2.0
saltandpepper/img43_saltandpepper.png,"[132.22, 43.65, 37.17, 40.83, -85.14, 84.06]","[[-206.02, 296.8, 201.07], [0.01, 0.009, -0.694, -0.72]]","[277.585, 218.349]","[279.009, 253.333]",2.0
plas_shadow/img43_plas_shadow.png,"[132.22, 43.65, 37.17, 40.83, -85.14, 84.06]","[[-206.02, 296.8, 201.07], [0.01, 0.009, -0.694, -0.72]]","[277.585, 218.349]","[279.009, 253.333]",2.0
posterize/img43_posterize.png,"[132.22, 43.65, 37.17, 40.83, -85.14, 84.06]","[[-206.02, 296.8, 201.07], [0.01, 0.009, -0.694, -0.72]]","[277.585, 218.349]","[279.009, 253.333]",2.0
superpixels/img43_superpixels.png,"[132.22, 43.65, 37.17, 40.83, -85.14, 84.06]","[[-206.02, 296.8, 201.07], [0.01, 0.009, -0.694, -0.72]]","[277.585, 218.349]","[279.009, 253.333]",2.0
shotnoise/img43_shotnoise.png,"[132.22, 43.65, 37.17, 40.83, -85.14, 84.06]","[[-206.02, 296.8, 201.07], [0.01, 0.009, -0.694, -0.72]]","[277.585, 218.349]","[279.009, 253.333]",2.0
additivenoise/img44_additivenoise.png,"[82.89, -6.77, 58.79, -10.62, -54.61, 96.57]","[[23.96, 279.5, 365.79], [0.01, 0.009, -0.694, -0.72]]","[464.412, 93.006]","[467.34, 124.326]",0.0
blur/img44_blur.png,"[82.89, -6.77, 58.79, -10.62, -54.61, 96.57]","[[23.96, 279.5, 365.79], [0.01, 0.009, -0.694, -0.72]]","[464.412, 93.006]","[467.34, 124.326]",0.0
clahe/img44_clahe.png,"[82.89, -6.77, 58.79, -10.62, -54.61, 96.57]","[[23.96, 279.5, 365.79], [0.01, 0.009, -0.694, -0.72]]","[464.412, 93.006]","[467.34, 124.326]",0.0
chromaticaberration/img44_chromaticaberration.png,"[82.89, -6.77, 58.79, -10.62, -54.61, 96.57]","[[23.96, 279.5, 365.79], [0.01, 0.009, -0.694, -0.72]]","[464.412, 93.006]","[467.34, 124.326]",0.0
defocus/img44_defocus.png,"[82.89, -6.77, 58.79, -10.62, -54.61, 96.57]","[[23.96, 279.5, 365.79], [0.01, 0.009, -0.694, -0.72]]","[464.412, 93.006]","[467.34, 124.326]",0.0
downscale/img44_downscale.png,"[82.89, -6.77, 58.79, -10.62, -54.61, 96.57]","[[23.96, 279.5, 365.79], [0.01, 0.009, -0.694, -0.72]]","[464.412, 93.006]","[467.34, 124.326]",0.0
emboss/img44_emboss.png,"[82.89, -6.77, 58.79, -10.62, -54.61, 96.57]","[[23.96, 279.5, 365.79], [0.01, 0.009, -0.694, -0.72]]","[464.412, 93.006]","[467.34, 124.326]",0.0
gaussnoise/img44_gaussnoise.png,"[82.89, -6.77, 58.79, -10.62, -54.61, 96.57]","[[23.96, 279.5, 365.79], [0.01, 0.009, -0.694, -0.72]]","[464.412, 93.006]","[467.34, 124.326]",0.0
gaussianblur/img44_gaussianblur.png,"[82.89, -6.77, 58.79, -10.62, -54.61, 96.57]","[[23.96, 279.5, 365.79], [0.01, 0.009, -0.694, -0.72]]","[464.412, 93.006]","[467.34, 124.326]",0.0
illumination/img44_illumination.png,"[82.89, -6.77, 58.79, -10.62, -54.61, 96.57]","[[23.96, 279.5, 365.79], [0.01, 0.009, -0.694, -0.72]]","[464.412, 93.006]","[467.34, 124.326]",0.0
medianblur/img44_medianblur.png,"[82.89, -6.77, 58.79, -10.62, -54.61, 96.57]","[[23.96, 279.5, 365.79], [0.01, 0.009, -0.694, -0.72]]","[464.412, 93.006]","[467.34, 124.326]",0.0
motionblur/img44_motionblur.png,"[82.89, -6.77, 58.79, -10.62, -54.61, 96.57]","[[23.96, 279.5, 365.79], [0.01, 0.009, -0.694, -0.72]]","[464.412, 93.006]","[467.34, 124.326]",0.0
multiplicativenoise/img44_multiplicativenoise.png,"[82.89, -6.77, 58.79, -10.62, -54.61, 96.57]","[[23.96, 279.5, 365.79], [0.01, 0.009, -0.694, -0.72]]","[464.412, 93.006]","[467.34, 124.326]",0.0
saltandpepper/img44_saltandpepper.png,"[82.89, -6.77, 58.79, -10.62, -54.61, 96.57]","[[23.96, 279.5, 365.79], [0.01, 0.009, -0.694, -0.72]]","[464.412, 93.006]","[467.34, 124.326]",0.0
plas_shadow/img44_plas_shadow.png,"[82.89, -6.77, 58.79, -10.62, -54.61, 96.57]","[[23.96, 279.5, 365.79], [0.01, 0.009, -0.694, -0.72]]","[464.412, 93.006]","[467.34, 124.326]",0.0
posterize/img44_posterize.png,"[82.89, -6.77, 58.79, -10.62, -54.61, 96.57]","[[23.96, 279.5, 365.79], [0.01, 0.009, -0.694, -0.72]]","[464.412, 93.006]","[467.34, 124.326]",0.0
superpixels/img44_superpixels.png,"[82.89, -6.77, 58.79, -10.62, -54.61, 96.57]","[[23.96, 279.5, 365.79], [0.01, 0.009, -0.694, -0.72]]","[464.412, 93.006]","[467.34, 124.326]",0.0
shotnoise/img44_shotnoise.png,"[82.89, -6.77, 58.79, -10.62, -54.61, 96.57]","[[23.96, 279.5, 365.79], [0.01, 0.009, -0.694, -0.72]]","[464.412, 93.006]","[467.34, 124.326]",0.0
additivenoise/img44_additivenoise.png,"[134.47, 43.08, 38.77, 43.01, -86.14, 84.5]","[[-209.64, 283.54, 200.81], [0.01, 0.009, -0.694, -0.72]]","[277.262, 218.212]","[279.009, 253.333]",2.0
blur/img44_blur.png,"[134.47, 43.08, 38.77, 43.01, -86.14, 84.5]","[[-209.64, 283.54, 200.81], [0.01, 0.009, -0.694, -0.72]]","[277.262, 218.212]","[279.009, 253.333]",2.0
clahe/img44_clahe.png,"[134.47, 43.08, 38.77, 43.01, -86.14, 84.5]","[[-209.64, 283.54, 200.81], [0.01, 0.009, -0.694, -0.72]]","[277.262, 218.212]","[279.009, 253.333]",2.0
chromaticaberration/img44_chromaticaberration.png,"[134.47, 43.08, 38.77, 43.01, -86.14, 84.5]","[[-209.64, 283.54, 200.81], [0.01, 0.009, -0.694, -0.72]]","[277.262, 218.212]","[279.009, 253.333]",2.0
defocus/img44_defocus.png,"[134.47, 43.08, 38.77, 43.01, -86.14, 84.5]","[[-209.64, 283.54, 200.81], [0.01, 0.009, -0.694, -0.72]]","[277.262, 218.212]","[279.009, 253.333]",2.0
downscale/img44_downscale.png,"[134.47, 43.08, 38.77, 43.01, -86.14, 84.5]","[[-209.64, 283.54, 200.81], [0.01, 0.009, -0.694, -0.72]]","[277.262, 218.212]","[279.009, 253.333]",2.0
emboss/img44_emboss.png,"[134.47, 43.08, 38.77, 43.01, -86.14, 84.5]","[[-209.64, 283.54, 200.81], [0.01, 0.009, -0.694, -0.72]]","[277.262, 218.212]","[279.009, 253.333]",2.0
gaussnoise/img44_gaussnoise.png,"[134.47, 43.08, 38.77, 43.01, -86.14, 84.5]","[[-209.64, 283.54, 200.81], [0.01, 0.009, -0.694, -0.72]]","[277.262, 218.212]","[279.009, 253.333]",2.0
gaussianblur/img44_gaussianblur.png,"[134.47, 43.08, 38.77, 43.01, -86.14, 84.5]","[[-209.64, 283.54, 200.81], [0.01, 0.009, -0.694, -0.72]]","[277.262, 218.212]","[279.009, 253.333]",2.0
illumination/img44_illumination.png,"[134.47, 43.08, 38.77, 43.01, -86.14, 84.5]","[[-209.64, 283.54, 200.81], [0.01, 0.009, -0.694, -0.72]]","[277.262, 218.212]","[279.009, 253.333]",2.0
medianblur/img44_medianblur.png,"[134.47, 43.08, 38.77, 43.01, -86.14, 84.5]","[[-209.64, 283.54, 200.81], [0.01, 0.009, -0.694, -0.72]]","[277.262, 218.212]","[279.009, 253.333]",2.0
motionblur/img44_motionblur.png,"[134.47, 43.08, 38.77, 43.01, -86.14, 84.5]","[[-209.64, 283.54, 200.81], [0.01, 0.009, -0.694, -0.72]]","[277.262, 218.212]","[279.009, 253.333]",2.0
multiplicativenoise/img44_multiplicativenoise.png,"[134.47, 43.08, 38.77, 43.01, -86.14, 84.5]","[[-209.64, 283.54, 200.81], [0.01, 0.009, -0.694, -0.72]]","[277.262, 218.212]","[279.009, 253.333]",2.0
saltandpepper/img44_saltandpepper.png,"[134.47, 43.08, 38.77, 43.01, -86.14, 84.5]","[[-209.64, 283.54, 200.81], [0.01, 0.009, -0.694, -0.72]]","[277.262, 218.212]","[279.009, 253.333]",2.0
plas_shadow/img44_plas_shadow.png,"[134.47, 43.08, 38.77, 43.01, -86.14, 84.5]","[[-209.64, 283.54, 200.81], [0.01, 0.009, -0.694, -0.72]]","[277.262, 218.212]","[279.009, 253.333]",2.0
posterize/img44_posterize.png,"[134.47, 43.08, 38.77, 43.01, -86.14, 84.5]","[[-209.64, 283.54, 200.81], [0.01, 0.009, -0.694, -0.72]]","[277.262, 218.212]","[279.009, 253.333]",2.0
superpixels/img44_superpixels.png,"[134.47, 43.08, 38.77, 43.01, -86.14, 84.5]","[[-209.64, 283.54, 200.81], [0.01, 0.009, -0.694, -0.72]]","[277.262, 218.212]","[279.009, 253.333]",2.0
shotnoise/img44_shotnoise.png,"[134.47, 43.08, 38.77, 43.01, -86.14, 84.5]","[[-209.64, 283.54, 200.81], [0.01, 0.009, -0.694, -0.72]]","[277.262, 218.212]","[279.009, 253.333]",2.0
additivenoise/img45_additivenoise.png,"[132.92, 43.33, 36.95, 41.56, -84.81, 83.62]","[[-209.81, 295.48, 203.19], [0.01, 0.009, -0.694, -0.72]]","[278.194, 219.744]","[277.596, 253.333]",2.0
blur/img45_blur.png,"[132.92, 43.33, 36.95, 41.56, -84.81, 83.62]","[[-209.81, 295.48, 203.19], [0.01, 0.009, -0.694, -0.72]]","[278.194, 219.744]","[277.596, 253.333]",2.0
clahe/img45_clahe.png,"[132.92, 43.33, 36.95, 41.56, -84.81, 83.62]","[[-209.81, 295.48, 203.19], [0.01, 0.009, -0.694, -0.72]]","[278.194, 219.744]","[277.596, 253.333]",2.0
chromaticaberration/img45_chromaticaberration.png,"[132.92, 43.33, 36.95, 41.56, -84.81, 83.62]","[[-209.81, 295.48, 203.19], [0.01, 0.009, -0.694, -0.72]]","[278.194, 219.744]","[277.596, 253.333]",2.0
defocus/img45_defocus.png,"[132.92, 43.33, 36.95, 41.56, -84.81, 83.62]","[[-209.81, 295.48, 203.19], [0.01, 0.009, -0.694, -0.72]]","[278.194, 219.744]","[277.596, 253.333]",2.0
downscale/img45_downscale.png,"[132.92, 43.33, 36.95, 41.56, -84.81, 83.62]","[[-209.81, 295.48, 203.19], [0.01, 0.009, -0.694, -0.72]]","[278.194, 219.744]","[277.596, 253.333]",2.0
emboss/img45_emboss.png,"[132.92, 43.33, 36.95, 41.56, -84.81, 83.62]","[[-209.81, 295.48, 203.19], [0.01, 0.009, -0.694, -0.72]]","[278.194, 219.744]","[277.596, 253.333]",2.0
gaussnoise/img45_gaussnoise.png,"[132.92, 43.33, 36.95, 41.56, -84.81, 83.62]","[[-209.81, 295.48, 203.19], [0.01, 0.009, -0.694, -0.72]]","[278.194, 219.744]","[277.596, 253.333]",2.0
gaussianblur/img45_gaussianblur.png,"[132.92, 43.33, 36.95, 41.56, -84.81, 83.62]","[[-209.81, 295.48, 203.19], [0.01, 0.009, -0.694, -0.72]]","[278.194, 219.744]","[277.596, 253.333]",2.0
illumination/img45_illumination.png,"[132.92, 43.33, 36.95, 41.56, -84.81, 83.62]","[[-209.81, 295.48, 203.19], [0.01, 0.009, -0.694, -0.72]]","[278.194, 219.744]","[277.596, 253.333]",2.0
medianblur/img45_medianblur.png,"[132.92, 43.33, 36.95, 41.56, -84.81, 83.62]","[[-209.81, 295.48, 203.19], [0.01, 0.009, -0.694, -0.72]]","[278.194, 219.744]","[277.596, 253.333]",2.0
motionblur/img45_motionblur.png,"[132.92, 43.33, 36.95, 41.56, -84.81, 83.62]","[[-209.81, 295.48, 203.19], [0.01, 0.009, -0.694, -0.72]]","[278.194, 219.744]","[277.596, 253.333]",2.0
multiplicativenoise/img45_multiplicativenoise.png,"[132.92, 43.33, 36.95, 41.56, -84.81, 83.62]","[[-209.81, 295.48, 203.19], [0.01, 0.009, -0.694, -0.72]]","[278.194, 219.744]","[277.596, 253.333]",2.0
saltandpepper/img45_saltandpepper.png,"[132.92, 43.33, 36.95, 41.56, -84.81, 83.62]","[[-209.81, 295.48, 203.19], [0.01, 0.009, -0.694, -0.72]]","[278.194, 219.744]","[277.596, 253.333]",2.0
plas_shadow/img45_plas_shadow.png,"[132.92, 43.33, 36.95, 41.56, -84.81, 83.62]","[[-209.81, 295.48, 203.19], [0.01, 0.009, -0.694, -0.72]]","[278.194, 219.744]","[277.596, 253.333]",2.0
posterize/img45_posterize.png,"[132.92, 43.33, 36.95, 41.56, -84.81, 83.62]","[[-209.81, 295.48, 203.19], [0.01, 0.009, -0.694, -0.72]]","[278.194, 219.744]","[277.596, 253.333]",2.0
superpixels/img45_superpixels.png,"[132.92, 43.33, 36.95, 41.56, -84.81, 83.62]","[[-209.81, 295.48, 203.19], [0.01, 0.009, -0.694, -0.72]]","[278.194, 219.744]","[277.596, 253.333]",2.0
shotnoise/img45_shotnoise.png,"[132.92, 43.33, 36.95, 41.56, -84.81, 83.62]","[[-209.81, 295.48, 203.19], [0.01, 0.009, -0.694, -0.72]]","[278.194, 219.744]","[277.596, 253.333]",2.0
additivenoise/img45_additivenoise.png,"[84.61, -3.55, 55.44, -8.53, -54.32, 95.31]","[[19.17, 295.68, 367.71], [0.01, 0.009, -0.694, -0.72]]","[461.281, 94.287]","[464.986, 121.972]",0.0
blur/img45_blur.png,"[84.61, -3.55, 55.44, -8.53, -54.32, 95.31]","[[19.17, 295.68, 367.71], [0.01, 0.009, -0.694, -0.72]]","[461.281, 94.287]","[464.986, 121.972]",0.0
clahe/img45_clahe.png,"[84.61, -3.55, 55.44, -8.53, -54.32, 95.31]","[[19.17, 295.68, 367.71], [0.01, 0.009, -0.694, -0.72]]","[461.281, 94.287]","[464.986, 121.972]",0.0
chromaticaberration/img45_chromaticaberration.png,"[84.61, -3.55, 55.44, -8.53, -54.32, 95.31]","[[19.17, 295.68, 367.71], [0.01, 0.009, -0.694, -0.72]]","[461.281, 94.287]","[464.986, 121.972]",0.0
defocus/img45_defocus.png,"[84.61, -3.55, 55.44, -8.53, -54.32, 95.31]","[[19.17, 295.68, 367.71], [0.01, 0.009, -0.694, -0.72]]","[461.281, 94.287]","[464.986, 121.972]",0.0
downscale/img45_downscale.png,"[84.61, -3.55, 55.44, -8.53, -54.32, 95.31]","[[19.17, 295.68, 367.71], [0.01, 0.009, -0.694, -0.72]]","[461.281, 94.287]","[464.986, 121.972]",0.0
emboss/img45_emboss.png,"[84.61, -3.55, 55.44, -8.53, -54.32, 95.31]","[[19.17, 295.68, 367.71], [0.01, 0.009, -0.694, -0.72]]","[461.281, 94.287]","[464.986, 121.972]",0.0
gaussnoise/img45_gaussnoise.png,"[84.61, -3.55, 55.44, -8.53, -54.32, 95.31]","[[19.17, 295.68, 367.71], [0.01, 0.009, -0.694, -0.72]]","[461.281, 94.287]","[464.986, 121.972]",0.0
gaussianblur/img45_gaussianblur.png,"[84.61, -3.55, 55.44, -8.53, -54.32, 95.31]","[[19.17, 295.68, 367.71], [0.01, 0.009, -0.694, -0.72]]","[461.281, 94.287]","[464.986, 121.972]",0.0
illumination/img45_illumination.png,"[84.61, -3.55, 55.44, -8.53, -54.32, 95.31]","[[19.17, 295.68, 367.71], [0.01, 0.009, -0.694, -0.72]]","[461.281, 94.287]","[464.986, 121.972]",0.0
medianblur/img45_medianblur.png,"[84.61, -3.55, 55.44, -8.53, -54.32, 95.31]","[[19.17, 295.68, 367.71], [0.01, 0.009, -0.694, -0.72]]","[461.281, 94.287]","[464.986, 121.972]",0.0
motionblur/img45_motionblur.png,"[84.61, -3.55, 55.44, -8.53, -54.32, 95.31]","[[19.17, 295.68, 367.71], [0.01, 0.009, -0.694, -0.72]]","[461.281, 94.287]","[464.986, 121.972]",0.0
multiplicativenoise/img45_multiplicativenoise.png,"[84.61, -3.55, 55.44, -8.53, -54.32, 95.31]","[[19.17, 295.68, 367.71], [0.01, 0.009, -0.694, -0.72]]","[461.281, 94.287]","[464.986, 121.972]",0.0
saltandpepper/img45_saltandpepper.png,"[84.61, -3.55, 55.44, -8.53, -54.32, 95.31]","[[19.17, 295.68, 367.71], [0.01, 0.009, -0.694, -0.72]]","[461.281, 94.287]","[464.986, 121.972]",0.0
plas_shadow/img45_plas_shadow.png,"[84.61, -3.55, 55.44, -8.53, -54.32, 95.31]","[[19.17, 295.68, 367.71], [0.01, 0.009, -0.694, -0.72]]","[461.281, 94.287]","[464.986, 121.972]",0.0
posterize/img45_posterize.png,"[84.61, -3.55, 55.44, -8.53, -54.32, 95.31]","[[19.17, 295.68, 367.71], [0.01, 0.009, -0.694, -0.72]]","[461.281, 94.287]","[464.986, 121.972]",0.0
superpixels/img45_superpixels.png,"[84.61, -3.55, 55.44, -8.53, -54.32, 95.31]","[[19.17, 295.68, 367.71], [0.01, 0.009, -0.694, -0.72]]","[461.281, 94.287]","[464.986, 121.972]",0.0
shotnoise/img45_shotnoise.png,"[84.61, -3.55, 55.44, -8.53, -54.32, 95.31]","[[19.17, 295.68, 367.71], [0.01, 0.009, -0.694, -0.72]]","[461.281, 94.287]","[464.986, 121.972]",0.0
additivenoise/img46_additivenoise.png,"[120.0, 7.22, 45.22, 33.52, -59.57, 70.36]","[[-138.67, 308.82, 363.79], [0.01, 0.009, -0.694, -0.72]]","[332.938, 97.278]","[336.45, 126.68]",0.0
blur/img46_blur.png,"[120.0, 7.22, 45.22, 33.52, -59.57, 70.36]","[[-138.67, 308.82, 363.79], [0.01, 0.009, -0.694, -0.72]]","[332.938, 97.278]","[336.45, 126.68]",0.0
clahe/img46_clahe.png,"[120.0, 7.22, 45.22, 33.52, -59.57, 70.36]","[[-138.67, 308.82, 363.79], [0.01, 0.009, -0.694, -0.72]]","[332.938, 97.278]","[336.45, 126.68]",0.0
chromaticaberration/img46_chromaticaberration.png,"[120.0, 7.22, 45.22, 33.52, -59.57, 70.36]","[[-138.67, 308.82, 363.79], [0.01, 0.009, -0.694, -0.72]]","[332.938, 97.278]","[336.45, 126.68]",0.0
defocus/img46_defocus.png,"[120.0, 7.22, 45.22, 33.52, -59.57, 70.36]","[[-138.67, 308.82, 363.79], [0.01, 0.009, -0.694, -0.72]]","[332.938, 97.278]","[336.45, 126.68]",0.0
downscale/img46_downscale.png,"[120.0, 7.22, 45.22, 33.52, -59.57, 70.36]","[[-138.67, 308.82, 363.79], [0.01, 0.009, -0.694, -0.72]]","[332.938, 97.278]","[336.45, 126.68]",0.0
emboss/img46_emboss.png,"[120.0, 7.22, 45.22, 33.52, -59.57, 70.36]","[[-138.67, 308.82, 363.79], [0.01, 0.009, -0.694, -0.72]]","[332.938, 97.278]","[336.45, 126.68]",0.0
gaussnoise/img46_gaussnoise.png,"[120.0, 7.22, 45.22, 33.52, -59.57, 70.36]","[[-138.67, 308.82, 363.79], [0.01, 0.009, -0.694, -0.72]]","[332.938, 97.278]","[336.45, 126.68]",0.0
gaussianblur/img46_gaussianblur.png,"[120.0, 7.22, 45.22, 33.52, -59.57, 70.36]","[[-138.67, 308.82, 363.79], [0.01, 0.009, -0.694, -0.72]]","[332.938, 97.278]","[336.45, 126.68]",0.0
illumination/img46_illumination.png,"[120.0, 7.22, 45.22, 33.52, -59.57, 70.36]","[[-138.67, 308.82, 363.79], [0.01, 0.009, -0.694, -0.72]]","[332.938, 97.278]","[336.45, 126.68]",0.0
medianblur/img46_medianblur.png,"[120.0, 7.22, 45.22, 33.52, -59.57, 70.36]","[[-138.67, 308.82, 363.79], [0.01, 0.009, -0.694, -0.72]]","[332.938, 97.278]","[336.45, 126.68]",0.0
motionblur/img46_motionblur.png,"[120.0, 7.22, 45.22, 33.52, -59.57, 70.36]","[[-138.67, 308.82, 363.79], [0.01, 0.009, -0.694, -0.72]]","[332.938, 97.278]","[336.45, 126.68]",0.0
multiplicativenoise/img46_multiplicativenoise.png,"[120.0, 7.22, 45.22, 33.52, -59.57, 70.36]","[[-138.67, 308.82, 363.79], [0.01, 0.009, -0.694, -0.72]]","[332.938, 97.278]","[336.45, 126.68]",0.0
saltandpepper/img46_saltandpepper.png,"[120.0, 7.22, 45.22, 33.52, -59.57, 70.36]","[[-138.67, 308.82, 363.79], [0.01, 0.009, -0.694, -0.72]]","[332.938, 97.278]","[336.45, 126.68]",0.0
plas_shadow/img46_plas_shadow.png,"[120.0, 7.22, 45.22, 33.52, -59.57, 70.36]","[[-138.67, 308.82, 363.79], [0.01, 0.009, -0.694, -0.72]]","[332.938, 97.278]","[336.45, 126.68]",0.0
